wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids
Menemerus semilimbatus,https://en.wikipedia.org/wiki/Menemerus_semilimbatus,How big is an adult of this species typically?,How big is an adult of this species typically?,templated,6.5–8.4 millimetres (0.26–0.33 in) long,"Menemerus semilimbatus are about 6.5–8.4 millimetres (0.26–0.33 in) long, the male being slightly smaller than the female. These fairly big jumping spiders are dorso-ventrally flattened and are covered with short dense, grayish-white hairs, with hairy whitish palps and a white band on the side margins of the carapace, showing also a small white, triangular marking in the middle. The eyes are large and forward-facing. The legs are light brown with darker rings and patches, while the abdomen is dorsally yellowish or grayish, with a characteristic pattern of several bright V-shaped markings. The females show a notch at the posterior edge of the epigyne and two oval depressions in the anterior half.",1,Description,inaturalist,87,False,test,2753551
Phallus impudicus,https://en.wikipedia.org/wiki/Phallus_impudicus,How large is the mycelium of this fungus?,How large is the mycelium of this fungus?,templated,3–5 to 1.5–2.5 µm.,"On the outside is a thick whitish volva, also known as the peridium, covering the olive-colored gelatinous gleba. It is the latter that contains the spores and later stinks and attracts the flies; within this layer is a green layer which will become the 'head' of the expanded fruit body; and inside this is a white structure called the receptaculum (the stalk when expanded), that is hard, but has an airy structure like a sponge. The eggs become fully grown stinkhorns very rapidly, over a day or two. The mature stinkhorn is 10 to 30 cm (3.9 to 11.8 in) tall and 4 to 5 cm (1.6 to 2.0 in) in diameter, topped with a conical cap 2 to 4 cm (0.8 to 1.6 in) high that is covered with the greenish-brown slimy gleba. In older fungi the slime is eventually removed, exposing a bare yellowish pitted and ridged (reticulate) surface. This has a passing resemblance to the common morel (Morchella esculenta), for which it is sometimes mistaken. The rate of growth of Phallus impudicus has been measured at 10–15 cm (4–6 in) per hour. The growing fruit body is able to exert up to 1.33 kPa of pressure — a force sufficient to push up through asphalt. The spores have an elliptical to oblong shape, with dimensions of 3–5 to 1.5–2.5 µm.",2,Description,inaturalist,5648,True,test,2708029
Natrix helvetica,https://en.wikipedia.org/wiki/Barred_grass_snake,In this part of the world does this animal live?,In this part of the world does this animal live?,templated,"Great Britain, southern Scotland, Netherlands, western Germany, Switzerland, Italy and France.","The species is found in Great Britain as far north as southern Scotland, and in the Netherlands, western Germany, Switzerland, Italy and France. The nominate subspecies N. h. helvetica has the widest distribution: from Britain to the Pyrenees and the Rhine region.",3,Distribution,inaturalist,4932,True,test,2768473
Natrix helvetica,https://en.wikipedia.org/wiki/Barred_grass_snake,How many egg does this reptile typically lay?,How many egg does this reptile typically lay?,templated,eggs are laid in batches of eight to 40.,"The leathery-skinned eggs are laid in batches of eight to 40 in June to July and hatch after about 10 weeks. To survive and hatch, the eggs require a temperature of at least 21 °C (70 °F), but preferably 28 °C (82 °F), with high humidity.",8,Reproduction,inaturalist,4932,True,test,2740038
Neoscona domiciliorum,https://en.wikipedia.org/wiki/Neoscona_domiciliorum,"If this species has a web, what are the features of this web?","If this species has a web, what are the features of this web?",templated,vertically in trees and shrubs or on buildings,Webs are placed vertically in trees and shrubs or on buildings. They can be up to 50 centimetres (20 in) in diameter with even longer frame lines attached to shrubs or to the ground.,3,Webs,inaturalist,39,True,test,2726878
Graptemys geographica,https://en.wikipedia.org/wiki/Northern_map_turtle,How large does this animal become typically?,How large does this animal become typically?,templated,"males 10–16 cm (3.9–6.3 in),females 18–27 cm (7.1–10.6 in)","Like other map turtles, this species exhibits extreme sexual size dimorphism; males are 10–16 cm (3.9–6.3 in) in carapace length and weigh between 150–400 g (5.3–14.1 oz), while females are 18–27 cm (7.1–10.6 in) in carapace length and weigh around 0.67–2.5 kg (1.5–5.5 lb)",1,Description,inaturalist,5142,True,test,2754662
Salticus scenicus,https://en.wikipedia.org/wiki/Zebra_spider,How big is an adult of this species typically?,How big is an adult of this species typically?,templated,"Female 5–9 mm long,males are 5–6 mm.","Female zebra spiders are 5–9 mm long, while males are 5–6 mm. Male zebra spiders have distinctly larger chelicerae than females. Spiders in the family Salticidae have especially enlarged anterior median eyes (AME), though the anterior and posterior lateral eyes (ALE, PLE) are also large when compared to the very small posterior median eyes (PME).",1,Description,inaturalist,98,True,test,2763784
Cyclosa turbinata,https://en.wikipedia.org/wiki/Cyclosa_turbinata,In which country or region does this animal live?,In which country or region does this animal live?,templated,"United States,Panama, West Indies, Galapagos Islands","Cyclosa turbinata is a species of orb weaver belonging to the family of spiders known as Araneidae. It is found in a range from the United States to Panama, West Indies, Galapagos Islands, and has been introduced into Hawaii",0,Cyclosa turbinata,inaturalist,24,True,test,2691151
Apalone spinifera,https://en.wikipedia.org/wiki/Spiny_softshell_turtle,What does this reptile eat?,What does this reptile eat?,templated," variety of food ,invertebrates,crayfish and aquatic insects, fish, algal stocks and other plant material, and mussels.","Spiny softshell turtles feed on a variety of food items. They are primary consumers and feed on invertebrates (crayfish and aquatic insects), fish, algal stocks and other plant material, and mussels. They are generally observed as benthic feeders; they can either actively hunt prey or bury themselves in the sand and wait to ambush prey.",5,Diet,inaturalist,5171,True,test,2709232
Caiman crocodilus,https://en.wikipedia.org/wiki/Spectacled_caiman,How large does this animal become typically?,How large does this animal become typically?,templated,3.5 to 8.7 ft,"Females generally grow to no more than 1.08 to 1.4 m (3.5 to 4.6 ft) (the lower size typical upon the onset of sexual maturity), but can rarely grow to nearly 2 m (6.6 ft). Adult males can regularly reach 1.5 to 1.8 m (4.9 to 5.9 ft) while large mature ones grow to 2.0 to 2.5 m (6.6 to 8.2 ft), although relatively few get to the upper size. The maximum reported size for the species is 2.64 m (8.7 ft).",2,Characteristics,inaturalist,4860,True,test,2731603
Chrysothrix candelaris,https://en.wikipedia.org/wiki/Chrysothrix_candelaris,"On what does this fungi typically grow? (e.g. tree, soil, etc)",On what does this fungi typically grow? ,templated,"bark of deciduous trees, especially rugged old specimens, such as sycamore, alder, oak, willow, beech, and Pinus species","This lichen is widespread and common in the United Kingdom, being found on the bark of deciduous trees, especially rugged old specimens, such as sycamore, alder, oak, willow, beech, and Pinus species, normally in dry shaded parts. and occasionally on the sheltered faces of siliceous rocks. It is found in North America, Scotland, Hungary, Iran, Latvia and has been recorded in the Cape Verde Islands.",1,Distribution,inaturalist,5389,True,test,2744945
Sceloporus undulatus,https://en.wikipedia.org/wiki/Eastern_fence_lizard,How many egg does this reptile typically lay?,How many egg does this reptile typically lay?,templated,"three to sixteen eggs,","Young females will only produce one clutch of three to sixteen eggs, while a large female can produce up to four.",10,Reproduction and life cycle,inaturalist,5061,True,test,2697275
Araneus bicentenarius,https://en.wikipedia.org/wiki/Araneus_bicentenarius,How do these animals catch their prey?,How do these animals catch their prey?,templated,edge of the web.,"Like most other orb weaver species, Araneus bicentenarius spins large webs up to 8 feet in diameter. While most other species of its genera usually wait for prey upside down in the center of the web, the giant lichen orb weaver spends most time at the edge of the web.",2,Web,inaturalist,8,True,test,2703334
Phyllidiella pustulosa,https://en.wikipedia.org/wiki/Phyllidiella_pustulosa,How large does this animal become typically,How large does this animal become typically?,templated,22 to 26 lamellae (in specimens greater than 35 mm).,"Other distinguishing features are the pale pink edge of the mantle, the broad, triangular, black tipped oral tentacles and the rhinophoral clavus possessing 22 to 26 lamellae (in specimens greater than 35 mm).",2,Description,inaturalist,5324,True,test,2710789
Katharina tunicata,https://en.wikipedia.org/wiki/Katharina_tunicata,How large does this animal become typically,How large does this animal become typically?,templated,12 cm,"Capable of growing up to 12 cm, the animal is generally described as being football-shaped with a black leathery girdle in which are embedded eight protective plates. The parts of the plates that are visible are sometimes (but not always) diamond-shaped in outline. The underside of the animal is dull orange or yellow.",1,Description,inaturalist,5383,True,test,2709988
